

pwl	ợ
sajo	soại
saco	soạc
safo	soạng
sano	soạn
samo	soạm
savo	soạp
saro	soạt

sel	sẹ
seul	sẹo
sejl	sẹi
secl	sẹc
sefl	sẹng
senl	sẹn
seml	sẹm
sevl	sẹp
serl	sẹt

seo	soẹ
seuo	soẹo
sejo	soẹi
seco	soẹc
sefo	soẹng
seno	soẹn
semo	soẹm
sevo	soẹp
sero	soẹt

sdl	sệ
sdul	sệu
sdjl	sệy
sdcl	sệch
sdfl	sệnh
sdnl	sện
sdml	sệm
sdvl	sệp
sdrl	sệt

sdo	suệ
sduo	suệu
sdjo	suệy
sdco	suệch
sdfo	suệnh
sdno	suện
sdmo	suệm
sdvo	suệp
sdro	suệt

sil	sị
siul	sịu
sijl	sỵ
sicl	sịch
sifl	sịnh
sinl	sịn
siml	sịm
sivl	sịp
sirl	sịt

sio	suị
siuo	suỵu
sijo	suỵ
sico	suỵch
sifo	suỵnh
sino	suỵn
simo	suỵm
sivo	suỵp
siro	suỵt

skl	sịa
skul	siệu
skjl	siệy
skcl	siệc
skfl	siệng
sknl	siện
skml	siệm
skvl	siệp
skrl	siệt

sko	suỵa
skuo	suyệu
skjo	suyệy
skco	suyệc
skfo	suyệng
skno	suyện
skmo	suyệm
skvo	suyệp
skro	suyệt

sll	sộ
slul	sộu
sljl	sội
slcl	sộc
slfl	sộng
slnl	sộn
slml	sộm
slvl	sộp
slrl	sột

slo	soộ
sluo	soộu
sljo	soội
slco	soộc
slfo	soộng
slno	soộn
slmo	soộm
slvo	soộp
slro	soột

ssl	sạnh
ssul	sậu
ssjl	sậy
sscl	sậc
ssfl	sậng
ssnl	sận
ssml	sậm
ssvl	sập
ssrl	sật

sso	soạnh
ssuo	suậu
ssjo	suậy
ssco	suậc
ssfo	suậng
ssno	suận
ssmo	suậm
ssvo	suập
ssro	suật

sql	sạch
squl	sạu
sqjl	sạy
sqcl	sặc
sqfl	sặng
sqnl	sặn
sqml	sặm
sqvl	sặp
sqrl	sặt

sqo	soạch
squo	soạu
sqjo	soạy
sqco	soặc
sqfo	soặng
sqno	soặn
sqmo	soặm
sqvo	soặp
sqro	soặt

stl	sự
stul	sựu
stjl	sựi
stcl	sực
stfl	sựng
stnl	sựn
stml	sựm
stvl	sựp
strl	sựt

sto	sựa
stuo	sượu
stjo	sượi
stco	sược
stfo	sượng
stno	sượn
stmo	sượm
stvo	sượp
stro	sượt

spl	sụ
spul	sụu
spjl	sụi
spcl	sục
spfl	sụng
spnl	sụn
spml	sụm
spvl	sụp
sprl	sụt

spo	sụa
spuo	suộu
spjo	suội
spco	suộc
spfo	suộng
spno	suộn
spmo	suộm
spvo	suộp
spro	suột

xwl	xợ
xwul	xợu
xwjl	xợi
xwcl	xợc
xwfl	xợng
xwnl	xợn
xwml	xợm
xwvl	xợp
xwrl	xợt

xwo	xuợ
xwuo	xuợu
xwjo	xuợi
xwco	xuợc
xwfo	xuợng
xwno	xuợn
xwmo	xuợm
xwvo	xuợp
xwro	xuợt

xol	xọ
xoul	xọu
xojl	xọi
xocl	xọc
xofl	xọng
xonl	xọn
xoml	xọm
xovl	xọp
xorl	xọt

xoo	xoọ
xouo	xoọu
xojo	xoọi
xoco	xoọc
xofo	xoọng
xono	xoọn
xomo	xoọm
xovo	xoọp
xoro	xoọt

xal	xạ
xaul	xạo
xajl	xại
xacl	xạc
xafl	xạng
xanl	xạn
xaml	xạm
xavl	xạp
xarl	xạt

xao	xoạ
xauo	xoạo
xajo	xoại
xaco	xoạc
xafo	xoạng
xano	xoạn
xamo	xoạm
xavo	xoạp
xaro	xoạt

xel	xẹ
xeul	xẹo
xejl	xẹi
xecl	xẹc
xefl	xẹng
xenl	xẹn
xeml	xẹm
xevl	xẹp
xerl	xẹt

xeo	xoẹ
xeuo	xoẹo
xejo	xoẹi
xeco	xoẹc
xefo	xoẹng
xeno	xoẹn
xemo	xoẹm
xevo	xoẹp
xero	xoẹt

xdl	xệ
xdul	xệu
xdjl	xệy
xdcl	xệch
xdfl	xệnh
xdnl	xện
xdml	xệm
xdvl	xệp
xdrl	xệt

xdo	xuệ
xduo	xuệu
xdjo	xuệy
xdco	xuệch
xdfo	xuệnh
xdno	xuện
xdmo	xuệm
xdvo	xuệp
xdro	xuệt

xil	xị
xiul	xịu
xijl	xỵ
xicl	xịch
xifl	xịnh
xinl	xịn
ximl	xịm
xivl	xịp
xirl	xịt

xio	xuị
xiuo	xuỵu
xijo	xuỵ
xico	xuỵch
xifo	xuỵnh
xino	xuỵn
ximo	xuỵm
xivo	xuỵp
xiro	xuỵt

xkl	xịa
xkul	xiệu
xkjl	xiệy
xkcl	xiệc
xkfl	xiệng
xknl	xiện
xkml	xiệm
xkvl	xiệp
xkrl	xiệt

xko	xuỵa
xkuo	xuyệu
xkjo	xuyệy
xkco	xuyệc
xkfo	xuyệng
xkno	xuyện
xkmo	xuyệm
xkvo	xuyệp
xkro	xuyệt

xll	xộ
xlul	xộu
xljl	xội
xlcl	xộc
xlfl	xộng
xlnl	xộn
xlml	xộm
xlvl	xộp
xlrl	xột

xlo	xoộ
xluo	xoộu
xljo	xoội
xlco	xoộc
xlfo	xoộng
xlno	xoộn
xlmo	xoộm
xlvo	xoộp
xlro	xoột

xsl	xạnh
xsul	xậu
xsjl	xậy
xscl	xậc
xsfl	xậng
xsnl	xận
xsml	xậm
xsvl	xập
xsrl	xật

xso	xoạnh
xsuo	xuậu
xsjo	xuậy
xsco	xuậc
xsfo	xuậng
xsno	xuận
xsmo	xuậm
xsvo	xuập
xsro	xuật

xql	xạch
xqul	xạu
xqjl	xạy
xqcl	xặc
xqfl	xặng
xqnl	xặn
xqml	xặm
xqvl	xặp
xqrl	xặt

xqo	xoạch
xquo	xoạu
xqjo	xoạy
xqco	xoặc
xqfo	xoặng
xqno	xoặn
xqmo	xoặm
xqvo	xoặp
xqro	xoặt

xtl	xự
xtul	xựu
xtjl	xựi
xtcl	xực
xtfl	xựng
xtnl	xựn
xtml	xựm
xtvl	xựp
xtrl	xựt

xto	xựa
xtuo	xượu
xtjo	xượi
xtco	xược
xtfo	xượng
xtno	xượn
xtmo	xượm
xtvo	xượp
xtro	xượt

xpl	xụ
xpul	xụu
xpjl	xụi
xpcl	xục
xpfl	xụng
xpnl	xụn
xpml	xụm
xpvl	xụp
xprl	xụt

xpo	xụa
xpuo	xuộu
xpjo	xuội
xpco	xuộc
xpfo	xuộng
xpno	xuộn
xpmo	xuộm
xpvo	xuộp
xpro	xuột

kwl	khợ
kwul	khợu
kwjl	khợi
kwcl	khợc
kwfl	khợng
kwnl	khợn
kwml	khợm
kwvl	khợp
kwrl	khợt

kwo	khuợ
kwuo	khuợu
kwjo	khuợi
kwco	khuợc
kwfo	khuợng
kwno	khuợn
kwmo	khuợm
kwvo	khuợp
kwro	khuợt

kol	khọ
koul	khọu
kojl	khọi
kocl	khọc
kofl	khọng
konl	khọn
koml	khọm
kovl	khọp
korl	khọt

koo	khoọ
kouo	khoọu
kojo	khoọi
koco	khoọc
kofo	khoọng
kono	khoọn
komo	khoọm
kovo	khoọp
koro	khoọt

kal	khạ
kaul	khạo
kajl	khại
kacl	khạc
kafl	khạng
kanl	khạn
kaml	khạm
kavl	khạp
karl	khạt

kao	khoạ
kauo	khoạo
kajo	khoại
kaco	khoạc
kafo	khoạng
kano	khoạn
kamo	khoạm
kavo	khoạp
karo	khoạt

kel	khẹ
keul	khẹo
kejl	khẹi
kecl	khẹc
kefl	khẹng
kenl	khẹn
keml	khẹm
kevl	khẹp
kerl	khẹt

keo	khoẹ
keuo	khoẹo
kejo	khoẹi
keco	khoẹc
kefo	khoẹng
keno	khoẹn
kemo	khoẹm
kevo	khoẹp
kero	khoẹt

kdl	khệ
kdul	khệu
kdjl	khệy
kdcl	khệch
kdfl	khệnh
kdnl	khện
kdml	khệm
kdvl	khệp
kdrl	khệt

kdo	khuệ
kduo	khuệu
kdjo	khuệy
kdco	khuệch
kdfo	khuệnh
kdno	khuện
kdmo	khuệm
kdvo	khuệp
kdro	khuệt

kil	khị
kiul	khịu
kijl	khỵ
kicl	khịch
kifl	khịnh
kinl	khịn
kiml	khịm
kivl	khịp
kirl	khịt

kio	khuị
kiuo	khuỵu
kijo	khuỵ
kico	khuỵch
kifo	khuỵnh
kino	khuỵn
kimo	khuỵm
kivo	khuỵp
kiro	khuỵt

kkl	khịa
kkul	khiệu
kkjl	khiệy
kkcl	khiệc
kkfl	khiệng
kknl	khiện
kkml	khiệm
kkvl	khiệp
kkrl	khiệt

kko	khuỵa
kkuo	khuyệu
kkjo	khuyệy
kkco	khuyệc
kkfo	khuyệng
kkno	khuyện
kkmo	khuyệm
kkvo	khuyệp
kkro	khuyệt

kll	khộ
klul	khộu
kljl	khội
klcl	khộc
klfl	khộng
klnl	khộn
klml	khộm
klvl	khộp
klrl	khột

klo	khoộ
kluo	khoộu
kljo	khoội
klco	khoộc
klfo	khoộng
klno	khoộn
klmo	khoộm
klvo	khoộp
klro	khoột

ksl	khạnh
ksul	khậu
ksjl	khậy
kscl	khậc
ksfl	khậng
ksnl	khận
ksml	khậm
ksvl	khập
ksrl	khật

kso	khoạnh
ksuo	khuậu
ksjo	khuậy
ksco	khuậc
ksfo	khuậng
ksno	khuận
ksmo	khuậm
ksvo	khuập
ksro	khuật

kql	khạch
kqul	khạu
kqjl	khạy
kqcl	khặc
kqfl	khặng
kqnl	khặn
kqml	khặm
kqvl	khặp
kqrl	khặt

kqo	khoạch
kquo	khoạu
kqjo	khoạy
kqco	khoặc
kqfo	khoặng
kqno	khoặn
kqmo	khoặm
kqvo	khoặp
kqro	khoặt

ktl	khự
ktul	khựu
ktjl	khựi
ktcl	khực
ktfl	khựng
ktnl	khựn
ktml	khựm
ktvl	khựp
ktrl	khựt

kto	khựa
ktuo	khượu
ktjo	khượi
ktco	khược
ktfo	khượng
ktno	khượn
ktmo	khượm
ktvo	khượp
ktro	khượt

kpl	khụ
kpul	khụu
kpjl	khụi
kpcl	khục
kpfl	khụng
kpnl	khụn
kpml	khụm
kpvl	khụp
kprl	khụt

kpo	khụa
kpuo	khuộu
kpjo	khuội
kpco	khuộc
kpfo	khuộng
kpno	khuộn
kpmo	khuộm
kpvo	khuộp
kpro	khuột

hwl	hợ
hwul	hợu
hwjl	hợi
hwcl	hợc
hwfl	hợng
hwnl	hợn
hwml	hợm
hwvl	hợp
hwrl	hợt

hwo	huợ
hwuo	huợu
hwjo	huợi
hwco	huợc
hwfo	huợng
hwno	huợn
hwmo	huợm
hwvo	huợp
hwro	huợt

hol	họ
houl	họu
hojl	họi
hocl	học
hofl	họng
honl	họn
homl	họm
hovl	họp
horl	họt

hoo	hoọ
houo	hoọu
hojo	hoọi
hoco	hoọc
hofo	hoọng
hono	hoọn
homo	hoọm
hovo	hoọp
horo	hoọt

hal	hạ
haul	hạo
hajl	hại
hacl	hạc
hafl	hạng
hanl	hạn
haml	hạm
havl	hạp
harl	hạt

hao	hoạ
hauo	hoạo
hajo	hoại
haco	hoạc
hafo	hoạng
hano	hoạn
hamo	hoạm
havo	hoạp
haro	hoạt

hel	hẹ
heul	hẹo
hejl	hẹi
hecl	hẹc
hefl	hẹng
henl	hẹn
heml	hẹm
hevl	hẹp
herl	hẹt

heo	hoẹ
heuo	hoẹo
hejo	hoẹi
heco	hoẹc
hefo	hoẹng
heno	hoẹn
hemo	hoẹm
hevo	hoẹp
hero	hoẹt

hdl	hệ
hdul	hệu
hdjl	hệy
hdcl	hệch
hdfl	hệnh
hdnl	hện
hdml	hệm
hdvl	hệp
hdrl	hệt

hdo	huệ
hduo	huệu
hdjo	huệy
hdco	huệch
hdfo	huệnh
hdno	huện
hdmo	huệm
hdvo	huệp
hdro	huệt

hil	hị
hiul	hịu
hijl	hỵ
hicl	hịch
hifl	hịnh
hinl	hịn
himl	hịm
hivl	hịp
hirl	hịt

hio	huị
hiuo	huỵu
hijo	huỵ
hico	huỵch
hifo	huỵnh
hino	huỵn
himo	huỵm
hivo	huỵp
hiro	huỵt

hkl	hịa
hkul	hiệu
hkjl	hiệy
hkcl	hiệc
hkfl	hiệng
hknl	hiện
hkml	hiệm
hkvl	hiệp
hkrl	hiệt

hko	huỵa
hkuo	huyệu
hkjo	huyệy
hkco	huyệc
hkfo	huyệng
hkno	huyện
hkmo	huyệm
hkvo	huyệp
hkro	huyệt

hll	hộ
hlul	hộu
hljl	hội
hlcl	hộc
hlfl	hộng
hlnl	hộn
hlml	hộm
hlvl	hộp
hlrl	hột

hlo	hoộ
hluo	hoộu
hljo	hoội
hlco	hoộc
hlfo	hoộng
hlno	hoộn
hlmo	hoộm
hlvo	hoộp
hlro	hoột

hsl	hạnh
hsul	hậu
hsjl	hậy
hscl	hậc
hsfl	hậng
hsnl	hận
hsml	hậm
hsvl	hập
hsrl	hật

hso	hoạnh
hsuo	huậu
hsjo	huậy
hsco	huậc
hsfo	huậng
hsno	huận
hsmo	huậm
hsvo	huập
hsro	huật

hql	hạch
hqul	hạu
hqjl	hạy
hqcl	hặc
hqfl	hặng
hqnl	hặn
hqml	hặm
hqvl	hặp
hqrl	hặt

hqo	hoạch
hquo	hoạu
hqjo	hoạy
hqco	hoặc
hqfo	hoặng
hqno	hoặn
hqmo	hoặm
hqvo	hoặp
hqro	hoặt

htl	hự
htul	hựu
htjl	hựi
htcl	hực
htfl	hựng
htnl	hựn
html	hựm
htvl	hựp
htrl	hựt

hto	hựa
htuo	hượu
htjo	hượi
htco	hược
htfo	hượng
htno	hượn
htmo	hượm
htvo	hượp
htro	hượt

hpl	hụ
hpul	hụu
hpjl	hụi
hpcl	hục
hpfl	hụng
hpnl	hụn
hpml	hụm
hpvl	hụp
hprl	hụt

hpo	hụa
hpuo	huộu
hpjo	huội
hpco	huộc
hpfo	huộng
hpno	huộn
hpmo	huộm
hpvo	huộp
hpro	huột


cel	kẹ
ceul	kẹo
cejl	kẹi
cecl	kẹc
cefl	kẹng
cenl	kẹn
ceml	kẹm
cevl	kẹp
cerl	kẹt

cdl	kệ
cdul	kệu
cdjl	kệy
cdcl	kệch
cdfl	kệnh
cdnl	kện
cdml	kệm
cdvl	kệp
cdrl	kệt

cil	kị
ciul	kịu
cijl	kỵ
cicl	kịch
cifl	kịnh
cinl	kịn
ciml	kịm
civl	kịp
cirl	kịt

ckl	kịa
ckul	kiệu
ckjl	kiệy
ckcl	kiệc
ckfl	kiệng
cknl	kiện
ckml	kiệm
ckvl	kiệp
ckrl	kiệt

gel	ghẹ
geul	ghẹo
gejl	ghẹi
gecl	ghẹc
gefl	ghẹng
genl	ghẹn
geml	ghẹm
gevl	ghẹp
gerl	ghẹt

gdl	ghệ
gdul	ghệu
gdjl	ghệy
gdcl	ghệch
gdfl	ghệnh
gdnl	ghện
gdml	ghệm
gdvl	ghệp
gdrl	ghệt

gil	ghị
giul	ghịu
gijl	ghỵ
gicl	ghịch
gifl	ghịnh
ginl	ghịn
giml	ghịm
givl	ghịp
girl	ghịt

gkl	ghịa
gkul	ghiệu
gkjl	ghiệy
gkcl	ghiệc
gkfl	ghiệng
gknl	ghiện
gkml	ghiệm
gkvl	ghiệp
gkrl	ghiệt

ael	nghẹ
aeul	nghẹo
aejl	nghẹi
aecl	nghẹc
aefl	nghẹng
aenl	nghẹn
aeml	nghẹm
aevl	nghẹp
aerl	nghẹt

adl	nghệ
adul	nghệu
adjl	nghệy
adcl	nghệch
adfl	nghệnh
adnl	nghện
adml	nghệm
advl	nghệp
adrl	nghệt

ail	nghị
aiul	nghịu
aijl	nghỵ
aicl	nghịch
aifl	nghịnh
ainl	nghịn
aiml	nghịm
aivl	nghịp
airl	nghịt

akl	nghịa
akul	nghiệu
akjl	nghiệy
akcl	nghiệc
akfl	nghiệng
aknl	nghiện
akml	nghiệm
akvl	nghiệp
akrl	nghiệt


cwl	cợ
cwul	cợu
cwjl	cợi
cwcl	cợc
cwfl	cợng
cwnl	cợn
cwml	cợm
cwvl	cợp
cwrl	cợt

cwo	cuợ
cwuo	cuợu
cwjo	cuợi
cwco	cuợc
cwfo	cuợng
cwno	cuợn
cwmo	cuợm
cwvo	cuợp
cwro	cuợt

col	cọ
coul	cọu
cojl	cọi
cocl	cọc
cofl	cọng
conl	cọn
coml	cọm
covl	cọp
corl	cọt

coo	coọ
couo	coọu
cojo	coọi
coco	coọc
cofo	coọng
cono	coọn
como	coọm
covo	coọp
coro	coọt

cal	cạ
caul	cạo
cajl	cại
cacl	cạc
cafl	cạng
canl	cạn
caml	cạm
cavl	cạp
carl	cạt

cao	coạ
cauo	coạo
cajo	coại
caco	coạc
cafo	coạng
cano	coạn
camo	coạm
cavo	coạp
caro	coạt

cll	cộ
clul	cộu
cljl	cội
clcl	cộc
clfl	cộng
clnl	cộn
clml	cộm
clvl	cộp
clrl	cột

clo	coộ
cluo	coộu
cljo	coội
clco	coộc
clfo	coộng
clno	coộn
clmo	coộm
clvo	coộp
clro	coột

csl	cạnh
csul	cậu
csjl	cậy
cscl	cậc
csfl	cậng
csnl	cận
csml	cậm
csvl	cập
csrl	cật

cso	coạnh
csuo	cuậu
csjo	cuậy
csco	cuậc
csfo	cuậng
csno	cuận
csmo	cuậm
csvo	cuập
csro	cuật

cql	cạch
cqul	cạu
cqjl	cạy
cqcl	cặc
cqfl	cặng
cqnl	cặn
cqml	cặm
cqvl	cặp
cqrl	cặt

cqo	coạch
cquo	coạu
cqjo	coạy
cqco	coặc
cqfo	coặng
cqno	coặn
cqmo	coặm
cqvo	coặp
cqro	coặt

ctl	cự
ctul	cựu
ctjl	cựi
ctcl	cực
ctfl	cựng
ctnl	cựn
ctml	cựm
ctvl	cựp
ctrl	cựt

cto	cựa
ctuo	cượu
ctjo	cượi
ctco	cược
ctfo	cượng
ctno	cượn
ctmo	cượm
ctvo	cượp
ctro	cượt

cpl	cụ
cpul	cụu
cpjl	cụi
cpcl	cục
cpfl	cụng
cpnl	cụn
cpml	cụm
cpvl	cụp
cprl	cụt

cpo	cụa
cpuo	cuộu
cpjo	cuội
cpco	cuộc
cpfo	cuộng
cpno	cuộn
cpmo	cuộm
cpvo	cuộp
cpro	cuột

ceo	coẹ
ceuo	coẹo
cejo	coẹi
ceco	coẹc
cefo	coẹng
ceno	coẹn
cemo	coẹm
cevo	coẹp
cero	coẹt

cdo	cuệ
cduo	cuệu
cdjo	cuệy
cdco	cuệch
cdfo	cuệnh
cdno	cuện
cdmo	cuệm
cdvo	cuệp
cdro	cuệt

cio	cuị
ciuo	cuỵu
cijo	cuỵ
cico	cuỵch
cifo	cuỵnh
cino	cuỵn
cimo	cuỵm
civo	cuỵp
ciro	cuỵt

cko	cuỵa
ckuo	cuyệu
ckjo	cuyệy
ckco	cuyệc
ckfo	cuyệng
ckno	cuyện
ckmo	cuyệm
ckvo	cuyệp
ckro	cuyệt

gwl	gợ
gwul	gợu
gwjl	gợi
gwcl	gợc
gwfl	gợng
gwnl	gợn
gwml	gợm
gwvl	gợp
gwrl	gợt

gwo	guợ
gwuo	guợu
gwjo	guợi
gwco	guợc
gwfo	guợng
gwno	guợn
gwmo	guợm
gwvo	guợp
gwro	guợt

gol	gọ
goul	gọu
gojl	gọi
gocl	gọc
gofl	gọng
gonl	gọn
goml	gọm
govl	gọp
gorl	gọt

goo	goọ
gouo	goọu
gojo	goọi
goco	goọc
gofo	goọng
gono	goọn
gomo	goọm
govo	goọp
goro	goọt

gal	gạ
gaul	gạo
gajl	gại
gacl	gạc
gafl	gạng
ganl	gạn
gaml	gạm
gavl	gạp
garl	gạt

gao	goạ
gauo	goạo
gajo	goại
gaco	goạc
gafo	goạng
gano	goạn
gamo	goạm
gavo	goạp
garo	goạt

gll	gộ
glul	gộu
gljl	gội
glcl	gộc
glfl	gộng
glnl	gộn
glml	gộm
glvl	gộp
glrl	gột

glo	goộ
gluo	goộu
gljo	goội
glco	goộc
glfo	goộng
glno	goộn
glmo	goộm
glvo	goộp
glro	goột

gsl	gạnh
gsul	gậu
gsjl	gậy
gscl	gậc
gsfl	gậng
gsnl	gận
gsml	gậm
gsvl	gập
gsrl	gật

gso	goạnh
gsuo	guậu
gsjo	guậy
gsco	guậc
gsfo	guậng
gsno	guận
gsmo	guậm
gsvo	guập
gsro	guật

gql	gạch
gqul	gạu
gqjl	gạy
gqcl	gặc
gqfl	gặng
gqnl	gặn
gqml	gặm
gqvl	gặp
gqrl	gặt

gqo	goạch
gquo	goạu
gqjo	goạy
gqco	goặc
gqfo	goặng
gqno	goặn
gqmo	goặm
gqvo	goặp
gqro	goặt

gtl	gự
gtul	gựu
gtjl	gựi
gtcl	gực
gtfl	gựng
gtnl	gựn
gtml	gựm
gtvl	gựp
gtrl	gựt

gto	gựa
gtuo	gượu
gtjo	gượi
gtco	gược
gtfo	gượng
gtno	gượn
gtmo	gượm
gtvo	gượp
gtro	gượt

gpl	gụ
gpul	gụu
gpjl	gụi
gpcl	gục
gpfl	gụng
gpnl	gụn
gpml	gụm
gpvl	gụp
gprl	gụt

gpo	gụa
gpuo	guộu
gpjo	guội
gpco	guộc
gpfo	guộng
gpno	guộn
gpmo	guộm
gpvo	guộp
gpro	guột

geo	goẹ
geuo	goẹo
gejo	goẹi
geco	goẹc
gefo	goẹng
geno	goẹn
gemo	goẹm
gevo	goẹp
gero	goẹt

gdo	guệ
gduo	guệu
gdjo	guệy
gdco	guệch
gdfo	guệnh
gdno	guện
gdmo	guệm
gdvo	guệp
gdro	guệt

gio	guị
giuo	guỵu
gijo	guỵ
gico	guỵch
gifo	guỵnh
gino	guỵn
gimo	guỵm
givo	guỵp
giro	guỵt

gko	guỵa
gkuo	guyệu
gkjo	guyệy
gkco	guyệc
gkfo	guyệng
gkno	guyện
gkmo	guyệm
gkvo	guyệp
gkro	guyệt

awl	ngợ
awul	ngợu
awjl	ngợi
awcl	ngợc
awfl	ngợng
awnl	ngợn
awml	ngợm
awvl	ngợp
awrl	ngợt

awo	nguợ
awuo	nguợu
awjo	nguợi
awco	nguợc
awfo	nguợng
awno	nguợn
awmo	nguợm
awvo	nguợp
awro	nguợt

aol	ngọ
aoul	ngọu
aojl	ngọi
aocl	ngọc
aofl	ngọng
aonl	ngọn
aoml	ngọm
aovl	ngọp
aorl	ngọt

aoo	ngoọ
aouo	ngoọu
aojo	ngoọi
aoco	ngoọc
aofo	ngoọng
aono	ngoọn
aomo	ngoọm
aovo	ngoọp
aoro	ngoọt

aal	ngạ
aaul	ngạo
aajl	ngại
aacl	ngạc
aafl	ngạng
aanl	ngạn
aaml	ngạm
aavl	ngạp
aarl	ngạt

aao	ngoạ
aauo	ngoạo
aajo	ngoại
aaco	ngoạc
aafo	ngoạng
aano	ngoạn
aamo	ngoạm
aavo	ngoạp
aaro	ngoạt

all	ngộ
alul	ngộu
aljl	ngội
alcl	ngộc
alfl	ngộng
alnl	ngộn
alml	ngộm
alvl	ngộp
alrl	ngột

alo	ngoộ
aluo	ngoộu
aljo	ngoội
alco	ngoộc
alfo	ngoộng
alno	ngoộn
almo	ngoộm
alvo	ngoộp
alro	ngoột

asl	ngạnh
asul	ngậu
asjl	ngậy
ascl	ngậc
asfl	ngậng
asnl	ngận
asml	ngậm
asvl	ngập
asrl	ngật

aso	ngoạnh
asuo	nguậu
asjo	nguậy
asco	nguậc
asfo	nguậng
asno	nguận
asmo	nguậm
asvo	nguập
asro	nguật

aql	ngạch
aqul	ngạu
aqjl	ngạy
aqcl	ngặc
aqfl	ngặng
aqnl	ngặn
aqml	ngặm
aqvl	ngặp
aqrl	ngặt

aqo	ngoạch
aquo	ngoạu
aqjo	ngoạy
aqco	ngoặc
aqfo	ngoặng
aqno	ngoặn
aqmo	ngoặm
aqvo	ngoặp
aqro	ngoặt

atl	ngự
atul	ngựu
atjl	ngựi
atcl	ngực
atfl	ngựng
atnl	ngựn
atml	ngựm
atvl	ngựp
atrl	ngựt

ato	ngựa
atuo	ngượu
atjo	ngượi
atco	ngược
atfo	ngượng
atno	ngượn
atmo	ngượm
atvo	ngượp
atro	ngượt

apl	ngụ
apul	ngụu
apjl	ngụi
apcl	ngục
apfl	ngụng
apnl	ngụn
apml	ngụm
apvl	ngụp
aprl	ngụt

apo	ngụa
apuo	nguộu
apjo	nguội
apco	nguộc
apfo	nguộng
apno	nguộn
apmo	nguộm
apvo	nguộp
apro	nguột

aeo	ngoẹ
aeuo	ngoẹo
aejo	ngoẹi
aeco	ngoẹc
aefo	ngoẹng
aeno	ngoẹn
aemo	ngoẹm
aevo	ngoẹp
aero	ngoẹt

ado	nguệ
aduo	nguệu
adjo	nguệy
adco	nguệch
adfo	nguệnh
adno	nguện
admo	nguệm
advo	nguệp
adro	nguệt

aio	nguị
aiuo	nguỵu
aijo	nguỵ
aico	nguỵch
aifo	nguỵnh
aino	nguỵn
aimo	nguỵm
aivo	nguỵp
airo	nguỵt

ako	nguỵa
akuo	nguyệu
akjo	nguyệy
akco	nguyệc
akfo	nguyệng
akno	nguyện
akmo	nguyệm
akvo	nguyệp
akro	nguyệt

twl	giợ
twul	giợu
twjl	giợi
twcl	giợc
twfl	giợng
twnl	giợn
twml	giợm
twvl	giợp
twrl	giợt

two	giuợ
twuo	giuợu
twjo	giuợi
twco	giuợc
twfo	giuợng
twno	giuợn
twmo	giuợm
twvo	giuợp
twro	giuợt

tol	giọ
toul	giọu
tojl	giọi
tocl	giọc
tofl	giọng
tonl	giọn
toml	giọm
tovl	giọp
torl	giọt

too	gioọ
touo	gioọu
tojo	gioọi
toco	gioọc
tofo	gioọng
tono	gioọn
tomo	gioọm
tovo	gioọp
toro	gioọt

tal	giạ
taul	giạo
tajl	giại
tacl	giạc
tafl	giạng
tanl	giạn
taml	giạm
tavl	giạp
tarl	giạt

tao	gioạ
tauo	gioạo
tajo	gioại
taco	gioạc
tafo	gioạng
tano	gioạn
tamo	gioạm
tavo	gioạp
taro	gioạt

tll	giộ
tlul	giộu
tljl	giội
tlcl	giộc
tlfl	giộng
tlnl	giộn
tlml	giộm
tlvl	giộp
tlrl	giột

tlo	gioộ
tluo	gioộu
tljo	gioội
tlco	gioộc
tlfo	gioộng
tlno	gioộn
tlmo	gioộm
tlvo	gioộp
tlro	gioột

tsl	giạnh
tsul	giậu
tsjl	giậy
tscl	giậc
tsfl	giậng
tsnl	giận
tsml	giậm
tsvl	giập
tsrl	giật

tso	gioạnh
tsuo	giuậu
tsjo	giuậy
tsco	giuậc
tsfo	giuậng
tsno	giuận
tsmo	giuậm
tsvo	giuập
tsro	giuật

tql	giạch
tqul	giạu
tqjl	giạy
tqcl	giặc
tqfl	giặng
tqnl	giặn
tqml	giặm
tqvl	giặp
tqrl	giặt

tqo	gioạch
tquo	gioạu
tqjo	gioạy
tqco	gioặc
tqfo	gioặng
tqno	gioặn
tqmo	gioặm
tqvo	gioặp
tqro	gioặt

ttl	giự
ttul	giựu
ttjl	giựi
ttcl	giực
ttfl	giựng
ttnl	giựn
ttml	giựm
ttvl	giựp
ttrl	giựt

tto	giựa
ttuo	giượu
ttjo	giượi
ttco	giược
ttfo	giượng
ttno	giượn
ttmo	giượm
ttvo	giượp
ttro	giượt

tpl	giụ
tpul	giụu
tpjl	giụi
tpcl	giục
tpfl	giụng
tpnl	giụn
tpml	giụm
tpvl	giụp
tprl	giụt

tpo	giụa
tpuo	giuộu
tpjo	giuội
tpco	giuộc
tpfo	giuộng
tpno	giuộn
tpmo	giuộm
tpvo	giuộp
tpro	giuột

teo	gioẹ
teuo	gioẹo
tejo	gioẹi
