

pwl	ợ
giud	ghỉu
gijd	ghỷ
gicd	ghỉch
gifd	ghỉnh
gind	ghỉn
gimd	ghỉm
givd	ghỉp
gird	ghỉt

gkd	ghỉa
gkud	ghiểu
gkjd	ghiểy
gkcd	ghiểc
gkfd	ghiểng
gknd	ghiển
gkmd	ghiểm
gkvd	ghiểp
gkrd	ghiểt

aed	nghẻ
aeud	nghẻo
aejd	nghẻi
aecd	nghẻc
aefd	nghẻng
aend	nghẻn
aemd	nghẻm
aevd	nghẻp
aerd	nghẻt

add	nghể
adud	nghểu
adjd	nghểy
adcd	nghểch
adfd	nghểnh
adnd	nghển
admd	nghểm
advd	nghểp
adrd	nghểt

aid	nghỉ
aiud	nghỉu
aijd	nghỷ
aicd	nghỉch
aifd	nghỉnh
aind	nghỉn
aimd	nghỉm
aivd	nghỉp
aird	nghỉt

akd	nghỉa
akud	nghiểu
akjd	nghiểy
akcd	nghiểc
akfd	nghiểng
aknd	nghiển
akmd	nghiểm
akvd	nghiểp
akrd	nghiểt


cwd	cở
cwud	cởu
cwjd	cởi
cwcd	cởc
cwfd	cởng
cwnd	cởn
cwmd	cởm
cwvd	cởp
cwrd	cởt

cwe	cuở
cwue	cuởu
cwje	cuởi
cwce	cuởc
cwfe	cuởng
cwne	cuởn
cwme	cuởm
cwve	cuởp
cwre	cuởt

cod	cỏ
coud	cỏu
cojd	cỏi
cocd	cỏc
cofd	cỏng
cond	cỏn
comd	cỏm
covd	cỏp
cord	cỏt

coe	coỏ
coue	coỏu
coje	coỏi
coce	coỏc
cofe	coỏng
cone	coỏn
come	coỏm
cove	coỏp
core	coỏt

cad	cả
caud	cảo
cajd	cải
cacd	cảc
cafd	cảng
cand	cản
camd	cảm
cavd	cảp
card	cảt

cae	coả
caue	coảo
caje	coải
cace	coảc
cafe	coảng
cane	coản
came	coảm
cave	coảp
care	coảt

cld	cổ
clud	cổu
cljd	cổi
clcd	cổc
clfd	cổng
clnd	cổn
clmd	cổm
clvd	cổp
clrd	cổt

cle	coổ
clue	coổu
clje	coổi
clce	coổc
clfe	coổng
clne	coổn
clme	coổm
clve	coổp
clre	coổt

csd	cảnh
csud	cẩu
csjd	cẩy
cscd	cẩc
csfd	cẩng
csnd	cẩn
csmd	cẩm
csvd	cẩp
csrd	cẩt

cse	coảnh
csue	cuẩu
csje	cuẩy
csce	cuẩc
csfe	cuẩng
csne	cuẩn
csme	cuẩm
csve	cuẩp
csre	cuẩt

cqd	cảch
cqud	cảu
cqjd	cảy
cqcd	cẳc
cqfd	cẳng
cqnd	cẳn
cqmd	cẳm
cqvd	cẳp
cqrd	cẳt

cqe	coảch
cque	coảu
cqje	coảy
cqce	coẳc
cqfe	coẳng
cqne	coẳn
cqme	coẳm
cqve	coẳp
cqre	coẳt

ctd	cử
ctud	cửu
ctjd	cửi
ctcd	cửc
ctfd	cửng
ctnd	cửn
ctmd	cửm
ctvd	cửp
ctrd	cửt

cte	cửa
ctue	cưởu
ctje	cưởi
ctce	cưởc
ctfe	cưởng
ctne	cưởn
ctme	cưởm
ctve	cưởp
ctre	cưởt

cpd	củ
cpud	củu
cpjd	củi
cpcd	củc
cpfd	củng
cpnd	củn
cpmd	củm
cpvd	củp
cprd	củt

cpe	của
cpue	cuổu
cpje	cuổi
cpce	cuổc
cpfe	cuổng
cpne	cuổn
cpme	cuổm
cpve	cuổp
cpre	cuổt

cee	coẻ
ceue	coẻo
ceje	coẻi
cece	coẻc
cefe	coẻng
cene	coẻn
ceme	coẻm
ceve	coẻp
cere	coẻt

cde	cuể
cdue	cuểu
cdje	cuểy
cdce	cuểch
cdfe	cuểnh
cdne	cuển
cdme	cuểm
cdve	cuểp
cdre	cuểt

cie	cuỉ
ciue	cuỷu
cije	cuỷ
cice	cuỷch
cife	cuỷnh
cine	cuỷn
cime	cuỷm
cive	cuỷp
cire	cuỷt

cke	cuỷa
ckue	cuyểu
ckje	cuyểy
ckce	cuyểc
ckfe	cuyểng
ckne	cuyển
ckme	cuyểm
ckve	cuyểp
ckre	cuyểt

gwd	gở
gwud	gởu
gwjd	gởi
gwcd	gởc
gwfd	gởng
gwnd	gởn
gwmd	gởm
gwvd	gởp
gwrd	gởt

gwe	guở
gwue	guởu
gwje	guởi
gwce	guởc
gwfe	guởng
gwne	guởn
gwme	guởm
gwve	guởp
gwre	guởt

god	gỏ
goud	gỏu
gojd	gỏi
gocd	gỏc
gofd	gỏng
gond	gỏn
gomd	gỏm
govd	gỏp
gord	gỏt

goe	goỏ
goue	goỏu
goje	goỏi
goce	goỏc
gofe	goỏng
gone	goỏn
gome	goỏm
gove	goỏp
gore	goỏt

gad	gả
gaud	gảo
gajd	gải
gacd	gảc
gafd	gảng
gand	gản
gamd	gảm
gavd	gảp
gard	gảt

gae	goả
gaue	goảo
gaje	goải
gace	goảc
gafe	goảng
gane	goản
game	goảm
gave	goảp
gare	goảt

gld	gổ
glud	gổu
gljd	gổi
glcd	gổc
glfd	gổng
glnd	gổn
glmd	gổm
glvd	gổp
glrd	gổt

gle	goổ
glue	goổu
glje	goổi
glce	goổc
glfe	goổng
glne	goổn
glme	goổm
glve	goổp
glre	goổt

gsd	gảnh
gsud	gẩu
gsjd	gẩy
gscd	gẩc
gsfd	gẩng
gsnd	gẩn
gsmd	gẩm
gsvd	gẩp
gsrd	gẩt

gse	goảnh
gsue	guẩu
gsje	guẩy
gsce	guẩc
gsfe	guẩng
gsne	guẩn
gsme	guẩm
gsve	guẩp
gsre	guẩt

gqd	gảch
gqud	gảu
gqjd	gảy
gqcd	gẳc
gqfd	gẳng
gqnd	gẳn
gqmd	gẳm
gqvd	gẳp
gqrd	gẳt

gqe	goảch
gque	goảu
gqje	goảy
gqce	goẳc
gqfe	goẳng
gqne	goẳn
gqme	goẳm
gqve	goẳp
gqre	goẳt

gtd	gử
gtud	gửu
gtjd	gửi
gtcd	gửc
gtfd	gửng
gtnd	gửn
gtmd	gửm
gtvd	gửp
gtrd	gửt

gte	gửa
gtue	gưởu
gtje	gưởi
gtce	gưởc
gtfe	gưởng
gtne	gưởn
gtme	gưởm
gtve	gưởp
gtre	gưởt

gpd	gủ
gpud	gủu
gpjd	gủi
gpcd	gủc
gpfd	gủng
gpnd	gủn
gpmd	gủm
gpvd	gủp
gprd	gủt

gpe	gủa
gpue	guổu
gpje	guổi
gpce	guổc
gpfe	guổng
gpne	guổn
gpme	guổm
gpve	guổp
gpre	guổt

gee	goẻ
geue	goẻo
geje	goẻi
gece	goẻc
gefe	goẻng
gene	goẻn
geme	goẻm
geve	goẻp
gere	goẻt

gde	guể
gdue	guểu
gdje	guểy
gdce	guểch
gdfe	guểnh
gdne	guển
gdme	guểm
gdve	guểp
gdre	guểt

gie	guỉ
giue	guỷu
gije	guỷ
gice	guỷch
gife	guỷnh
gine	guỷn
gime	guỷm
give	guỷp
gire	guỷt

gke	guỷa
gkue	guyểu
gkje	guyểy
gkce	guyểc
gkfe	guyểng
gkne	guyển
gkme	guyểm
gkve	guyểp
gkre	guyểt

awd	ngở
awud	ngởu
awjd	ngởi
awcd	ngởc
awfd	ngởng
awnd	ngởn
awmd	ngởm
awvd	ngởp
awrd	ngởt

awe	nguở
awue	nguởu
awje	nguởi
awce	nguởc
awfe	nguởng
awne	nguởn
awme	nguởm
awve	nguởp
awre	nguởt

aod	ngỏ
aoud	ngỏu
aojd	ngỏi
aocd	ngỏc
aofd	ngỏng
aond	ngỏn
aomd	ngỏm
aovd	ngỏp
aord	ngỏt

aoe	ngoỏ
aoue	ngoỏu
aoje	ngoỏi
aoce	ngoỏc
aofe	ngoỏng
aone	ngoỏn
aome	ngoỏm
aove	ngoỏp
aore	ngoỏt

aad	ngả
aaud	ngảo
aajd	ngải
aacd	ngảc
aafd	ngảng
aand	ngản
aamd	ngảm
aavd	ngảp
aard	ngảt

aae	ngoả
aaue	ngoảo
aaje	ngoải
aace	ngoảc
aafe	ngoảng
aane	ngoản
aame	ngoảm
aave	ngoảp
aare	ngoảt

ald	ngổ
alud	ngổu
aljd	ngổi
alcd	ngổc
alfd	ngổng
alnd	ngổn
almd	ngổm
alvd	ngổp
alrd	ngổt

ale	ngoổ
alue	ngoổu
alje	ngoổi
alce	ngoổc
alfe	ngoổng
alne	ngoổn
alme	ngoổm
alve	ngoổp
alre	ngoổt

asd	ngảnh
asud	ngẩu
asjd	ngẩy
ascd	ngẩc
asfd	ngẩng
asnd	ngẩn
asmd	ngẩm
asvd	ngẩp
asrd	ngẩt

ase	ngoảnh
asue	nguẩu
asje	nguẩy
asce	nguẩc
asfe	nguẩng
asne	nguẩn
asme	nguẩm
asve	nguẩp
asre	nguẩt

aqd	ngảch
aqud	ngảu
aqjd	ngảy
aqcd	ngẳc
aqfd	ngẳng
aqnd	ngẳn
aqmd	ngẳm
aqvd	ngẳp
aqrd	ngẳt

aqe	ngoảch
aque	ngoảu
aqje	ngoảy
aqce	ngoẳc
aqfe	ngoẳng
aqne	ngoẳn
aqme	ngoẳm
aqve	ngoẳp
aqre	ngoẳt

atd	ngử
atud	ngửu
atjd	ngửi
atcd	ngửc
atfd	ngửng
atnd	ngửn
atmd	ngửm
atvd	ngửp
atrd	ngửt

ate	ngửa
atue	ngưởu
atje	ngưởi
atce	ngưởc
atfe	ngưởng
atne	ngưởn
atme	ngưởm
atve	ngưởp
atre	ngưởt

apd	ngủ
apud	ngủu
apjd	ngủi
apcd	ngủc
apfd	ngủng
apnd	ngủn
apmd	ngủm
apvd	ngủp
aprd	ngủt

ape	ngủa
apue	nguổu
apje	nguổi
apce	nguổc
apfe	nguổng
apne	nguổn
apme	nguổm
apve	nguổp
apre	nguổt

aee	ngoẻ
aeue	ngoẻo
aeje	ngoẻi
aece	ngoẻc
aefe	ngoẻng
aene	ngoẻn
aeme	ngoẻm
aeve	ngoẻp
aere	ngoẻt

ade	nguể
adue	nguểu
adje	nguểy
adce	nguểch
adfe	nguểnh
adne	nguển
adme	nguểm
adve	nguểp
adre	nguểt

aie	nguỉ
aiue	nguỷu
aije	nguỷ
aice	nguỷch
aife	nguỷnh
aine	nguỷn
aime	nguỷm
aive	nguỷp
aire	nguỷt

ake	nguỷa
akue	nguyểu
akje	nguyểy
akce	nguyểc
akfe	nguyểng
akne	nguyển
akme	nguyểm
akve	nguyểp
akre	nguyểt

twd	giở
twud	giởu
twjd	giởi
twcd	giởc
twfd	giởng
twnd	giởn
twmd	giởm
twvd	giởp
twrd	giởt

twe	giuở
twue	giuởu
twje	giuởi
twce	giuởc
twfe	giuởng
twne	giuởn
twme	giuởm
twve	giuởp
twre	giuởt

tod	giỏ
toud	giỏu
tojd	giỏi
tocd	giỏc
tofd	giỏng
tond	giỏn
tomd	giỏm
tovd	giỏp
tord	giỏt

toe	gioỏ
toue	gioỏu
toje	gioỏi
toce	gioỏc
tofe	gioỏng
tone	gioỏn
tome	gioỏm
tove	gioỏp
tore	gioỏt

tad	giả
taud	giảo
tajd	giải
tacd	giảc
tafd	giảng
tand	giản
tamd	giảm
tavd	giảp
tard	giảt

tae	gioả
taue	gioảo
taje	gioải
tace	gioảc
tafe	gioảng
tane	gioản
tame	gioảm
tave	gioảp
tare	gioảt

tld	giổ
tlud	giổu
tljd	giổi
tlcd	giổc
tlfd	giổng
tlnd	giổn
tlmd	giổm
tlvd	giổp
tlrd	giổt

tle	gioổ
tlue	gioổu
tlje	gioổi
tlce	gioổc
tlfe	gioổng
tlne	gioổn
tlme	gioổm
tlve	gioổp
tlre	gioổt

tsd	giảnh
tsud	giẩu
tsjd	giẩy
tscd	giẩc
tsfd	giẩng
tsnd	giẩn
tsmd	giẩm
tsvd	giẩp
tsrd	giẩt

tse	gioảnh
tsue	giuẩu
tsje	giuẩy
tsce	giuẩc
tsfe	giuẩng
tsne	giuẩn
tsme	giuẩm
tsve	giuẩp
tsre	giuẩt

tqd	giảch
tqud	giảu
tqjd	giảy
tqcd	giẳc
tqfd	giẳng
tqnd	giẳn
tqmd	giẳm
tqvd	giẳp
tqrd	giẳt

tqe	gioảch
tque	gioảu
tqje	gioảy
tqce	gioẳc
tqfe	gioẳng
tqne	gioẳn
tqme	gioẳm
tqve	gioẳp
tqre	gioẳt

ttd	giử
ttud	giửu
ttjd	giửi
ttcd	giửc
ttfd	giửng
ttnd	giửn
ttmd	giửm
ttvd	giửp
ttrd	giửt

tte	giửa
ttue	giưởu
ttje	giưởi
ttce	giưởc
ttfe	giưởng
ttne	giưởn
ttme	giưởm
ttve	giưởp
ttre	giưởt

tpd	giủ
tpud	giủu
tpjd	giủi
tpcd	giủc
tpfd	giủng
tpnd	giủn
tpmd	giủm
tpvd	giủp
tprd	giủt

tpe	giủa
tpue	giuổu
tpje	giuổi
tpce	giuổc
tpfe	giuổng
tpne	giuổn
tpme	giuổm
tpve	giuổp
tpre	giuổt

tee	gioẻ
teue	gioẻo
teje	gioẻi
tece	gioẻc
tefe	gioẻng
tene	gioẻn
teme	gioẻm
teve	gioẻp
tere	gioẻt

tde	giuể
tdue	giuểu
tdje	giuểy
tdce	giuểch
tdfe	giuểnh
tdne	giuển
tdme	giuểm
tdve	giuểp
tdre	giuểt

tie	giuỉ
tiue	giuỷu
tije	giuỷ
tice	giuỷch
tife	giuỷnh
tine	giuỷn
time	giuỷm
tive	giuỷp
tire	giuỷt

tke	giuỷa
tkue	giuyểu
tkje	giuyểy
tkce	giuyểc
tkfe	giuyểng
tkne	giuyển
tkme	giuyểm
tkve	giuyểp
tkre	giuyểt


bwd	quở
bwud	quởu
bwjd	quởi
bwcd	quởc
bwfd	quởng
bwnd	quởn
bwmd	quởm
bwvd	quởp
bwrd	quởt

bod	quỏ
boud	quỏu
bojd	quỏi
bocd	quỏc
bofd	quỏng
bond	quỏn
bomd	quỏm
bovd	quỏp
bord	quỏt

boe	quoỏ
boue	quoỏu
boje	quoỏi
boce	quoỏc
bofe	quoỏng
bone	quoỏn
bome	quoỏm
bove	quoỏp
bore	quoỏt

bad	quả
baud	quảo
bajd	quải
bacd	quảc
bafd	quảng
band	quản
bamd	quảm
bavd	quảp
bard	quảt

bed	quẻ
beud	quẻo
bejd	quẻi
becd	quẻc
befd	quẻng
bend	quẻn
bemd	quẻm
bevd	quẻp
berd	quẻt

bdd	quể
bdud	quểu
bdjd	quểy
bdcd	quểch
bdfd	quểnh
bdnd	quển
bdmd	quểm
bdvd	quểp
bdrd	quểt

bid	quỉ
biud	quỷu
bijd	quỷ
bicd	quỷch
bifd	quỷnh
bind	quỷn
bimd	quỷm
bivd	quỷp
bird	quỷt

bkd	quỷa
bkud	quyểu
bkjd	quyểy
bkcd	quyểc
bkfd	quyểng
bknd	quyển
bkmd	quyểm
bkvd	quyểp
bkrd	quyểt

bld	quổ
blud	quổu
bljd	quổi
blcd	quổc
blfd	quổng
blnd	quổn
blmd	quổm
blvd	quổp
blrd	quổt

ble	quoổ
blue	quoổu
blje	quoổi
blce	quoổc
blfe	quoổng
blne	quoổn
blme	quoổm
blve	quoổp
blre	quoổt

bsd	quảnh
bsud	quẩu
bsjd	quẩy
bscd	quẩc
bsfd	quẩng
bsnd	quẩn
bsmd	quẩm
bsvd	quẩp
bsrd	quẩt

bqd	quảch
bqud	quảu
bqjd	quảy
bqcd	quẳc
bqfd	quẳng
bqnd	quẳn
bqmd	quẳm
bqvd	quẳp
bqrd	quẳt

btd	quử
btud	quửu
btjd	quửi
btcd	quửc
btfd	quửng
btnd	quửn
btmd	quửm
btvd	quửp
btrd	quửt

bte	quửa
btue	quưởu
btje	quưởi
btce	quưởc
btfe	quưởng
btne	quưởn
btme	quưởm
btve	quưởp
btre	quưởt

bpd	quủ
bpud	quủu
bpjd	quủi
bpcd	quủc
bpfd	quủng
bpnd	quủn
bpmd	quủm
bpvd	quủp
bprd	quủt

bpe	quủa
bpue	quuổu
bpje	quuổi
bpce	quuổc
bpfe	quuổng
bpne	quuổn
bpme	quuổm
bpve	quuổp
bpre	quuổt




pwa	ỡ
wua	ỡu
wja	ỡi
wca	ỡc
wfa	ỡng
wna	ỡn
wma	ỡm
wva	ỡp
wra	ỡt

pwq	uỡ
wuq	uỡu
wjq	uỡi
wcq	uỡc
wfq	uỡng
wnq	uỡn
wmq	uỡm
wvq	uỡp
wrq	uỡt

poa	õ
oua	õu
oja	õi
oca	õc
ofa	õng
ona	õn
oma	õm
ova	õp
ora	õt

poq	oõ
ouq	oõu
ojq	oõi
ocq	oõc
ofq	oõng
onq	oõn
omq	oõm
ovq	oõp
orq	oõt

paa	ã
aua	ão
aja	ãi
aca	ãc
afa	ãng
ana	ãn
ama	ãm
ava	ãp
ara	ãt

paq	oã
auq	oão
ajq	oãi
acq	oãc
afq	oãng
anq	oãn
amq	oãm
avq	oãp
arq	oãt

pea	ẽ
eua	ẽo
eja	ẽi
eca	ẽc
efa	ẽng
ena	ẽn
ema	ẽm
eva	ẽp
era	ẽt

peq	oẽ
euq	oẽo
ejq	oẽi
ecq	oẽc
efq	oẽng
enq	oẽn
emq	oẽm
evq	oẽp
erq	oẽt

pda	ễ
dua	ễu
dja	ễy
dca	ễch
dfa	ễnh
dna	ễn
dma	ễm
dva	ễp
dra	ễt

pdq	uễ
duq	uễu
djq	uễy
dcq	uễch
dfq	uễnh
dnq	uễn
dmq	uễm
dvq	uễp
drq	uễt

pia	ĩ
iua	ĩu
ija	ỹ
ica	ĩch
ifa	ĩnh
ina	ĩn
ima	ĩm
iva	ĩp
ira	ĩt

piq	uĩ
iuq	uỹu
ijq	uỹ
icq	uỹch
ifq	uỹnh
inq	uỹn
imq	uỹm
ivq	uỹp
irq	uỹt

pka	ĩa
kua	yễu
kja	yễy
kca	yễc
kfa	yễng
kna	yễn
kma	yễm
kva	yễp
kra	yễt

pkq	uỹa
kuq	uyễu
kjq	uyễy
kcq	uyễc
kfq	uyễng
knq	uyễn
kmq	uyễm
kvq	uyễp
krq	uyễt

pla	ỗ
lua	ỗu
lja	ỗi
lca	ỗc
lfa	ỗng
lna	ỗn
lma	ỗm
lva	ỗp
lra	ỗt

plq	oỗ
luq	oỗu
ljq	oỗi
lcq	oỗc
lfq	oỗng
lnq	oỗn
lmq	oỗm
lvq	oỗp
lrq	oỗt

psa	ãnh
sua	ẫu
sja	ẫy
sca	ẫc
sfa	ẫng
sna	ẫn
sma	ẫm
sva	ẫp
sra	ẫt

psq	oãnh
suq	uẫu
sjq	uẫy
scq	uẫc
sfq	uẫng
snq	uẫn
smq	uẫm
svq	uẫp
srq	uẫt

pqa	ãch
qua	ãu
qja	ãy
qca	ẵc
qfa	ẵng
qna	ẵn
qma	ẵm
qva	ẵp
qra	ẵt

pqq	oãch
quq	oãu
qjq	oãy
qcq	oẵc
qfq	oẵng
qnq	oẵn
qmq	oẵm
qvq	oẵp
qrq	oẵt

pta	ữ
tua	ữu
tja	ữi
tca	ữc
tfa	ững
tna	ữn
tma	ữm
tva	ữp
tra	ữt

ptq	ữa
tuq	ưỡu
tjq	ưỡi
tcq	ưỡc
tfq	ưỡng
tnq	ưỡn
tmq	ưỡm
tvq	ưỡp
trq	ưỡt

ppa	ũ
pua	ũu
pja	ũi
pca	ũc
pfa	ũng
pna	ũn
pma	ũm
pva	ũp
pra	ũt

ppq	ũa
puq	uỗu
pjq	uỗi
pcq	uỗc
pfq	uỗng
pnq	uỗn
pmq	uỗm
pvq	uỗp
prq	uỗt


qwa	tỡ
qwua	tỡu
qwja	tỡi
qwca	tỡc
qwfa	tỡng
qwna	tỡn
qwma	tỡm
qwva	tỡp
qwra	tỡt

qwq	tuỡ
qwuq	tuỡu
qwjq	tuỡi
qwcq	tuỡc
qwfq	tuỡng
qwnq	tuỡn
qwmq	tuỡm
qwvq	tuỡp
qwrq	tuỡt

qoa	tõ
qoua	tõu
qoja	tõi
qoca	tõc
qofa	tõng
qona	tõn
qoma	tõm
qova	tõp
qora	tõt

qoq	toõ
qouq	toõu
qojq	toõi
qocq	toõc
qofq	toõng
qonq	toõn
qomq	toõm
qovq	toõp
qorq	toõt

qaa	tã
qaua	tão
qaja	tãi
qaca	tãc
qafa	tãng
qana	tãn
qama	tãm
qava	tãp
qara	tãt

qaq	toã
qauq	toão
qajq	toãi
qacq	toãc
qafq	toãng
qanq	toãn
qamq	toãm
qavq	toãp
qarq	toãt

qea	tẽ
qeua	tẽo
qeja	tẽi
qeca	tẽc
qefa	tẽng
qena	tẽn
qema	tẽm
qeva	tẽp
qera	tẽt

qeq	toẽ
qeuq	toẽo
qejq	toẽi
qecq	toẽc
qefq	toẽng
qenq	toẽn
qemq	toẽm
qevq	toẽp
qerq	toẽt

qda	tễ
qdua	tễu
qdja	tễy
qdca	tễch
qdfa	tễnh
qdna	tễn
qdma	tễm
qdva	tễp
qdra	tễt

qdq	tuễ
qduq	tuễu
qdjq	tuễy
qdcq	tuễch
qdfq	tuễnh
qdnq	tuễn
qdmq	tuễm
qdvq	tuễp
qdrq	tuễt

qia	tĩ
qiua	tĩu
qija	tỹ
qica	tĩch
qifa	tĩnh
qina	tĩn
qima	tĩm
qiva	tĩp
qira	tĩt

qiq	tuĩ
qiuq	tuỹu
qijq	tuỹ
qicq	tuỹch
qifq	tuỹnh
qinq	tuỹn
qimq	tuỹm
qivq	tuỹp
qirq	tuỹt

qka	tĩa
qkua	tiễu
qkja	tiễy
qkca	tiễc
qkfa	tiễng
qkna	tiễn
qkma	tiễm
qkva	tiễp
qkra	tiễt

qkq	tuỹa
qkuq	tuyễu
qkjq	tuyễy
qkcq	tuyễc
qkfq	tuyễng
qknq	tuyễn
qkmq	tuyễm
qkvq	tuyễp
qkrq	tuyễt

qla	tỗ
qlua	tỗu
qlja	tỗi
qlca	tỗc
qlfa	tỗng
qlna	tỗn
qlma	tỗm
qlva	tỗp
qlra	tỗt

qlq	toỗ
qluq	toỗu
qljq	toỗi
qlcq	toỗc
qlfq	toỗng
qlnq	toỗn
qlmq	toỗm
qlvq	toỗp
qlrq	toỗt

qsa	tãnh
qsua	tẫu
qsja	tẫy
qsca	tẫc
qsfa	tẫng
qsna	tẫn
qsma	tẫm
qsva	tẫp
qsra	tẫt

qsq	toãnh
qsuq	tuẫu
qsjq	tuẫy
qscq	tuẫc
qsfq	tuẫng
qsnq	tuẫn
qsmq	tuẫm
qsvq	tuẫp
qsrq	tuẫt

qqa	tãch
qqua	tãu
qqja	tãy
qqca	tẵc
qqfa	tẵng
qqna	tẵn
qqma	tẵm
qqva	tẵp
qqra	tẵt

qqq	toãch
qquq	toãu
qqjq	toãy
qqcq	toẵc
qqfq	toẵng
qqnq	toẵn
qqmq	toẵm
qqvq	toẵp
qqrq	toẵt

qta	tữ
qtua	tữu
qtja	tữi
qtca	tữc
qtfa	tững
qtna	tữn
qtma	tữm
qtva	tữp
qtra	tữt

qtq	tữa
qtuq	tưỡu
qtjq	tưỡi
qtcq	tưỡc
qtfq	tưỡng
qtnq	tưỡn
qtmq	tưỡm
qtvq	tưỡp
qtrq	tưỡt

qpa	tũ
qpua	tũu
qpja	tũi
qpca	tũc
qpfa	tũng
qpna	tũn
qpma	tũm
qpva	tũp
qpra	tũt

qpq	tũa
qpuq	tuỗu
qpjq	tuỗi
qpcq	tuỗc
qpfq	tuỗng
qpnq	tuỗn
qpmq	tuỗm
qpvq	tuỗp
qprq	tuỗt

wwa	thỡ
wwua	thỡu
wwja	thỡi
wwca	thỡc
wwfa	thỡng
wwna	thỡn
wwma	thỡm
wwva	thỡp
wwra	thỡt

wwq	thuỡ
wwuq	thuỡu
wwjq	thuỡi
wwcq	thuỡc
wwfq	thuỡng
wwnq	thuỡn
wwmq	thuỡm
wwvq	thuỡp
wwrq	thuỡt

woa	thõ
woua	thõu
woja	thõi
woca	thõc
wofa	thõng
wona	thõn
woma	thõm
wova	thõp
wora	thõt

woq	thoõ
wouq	thoõu
wojq	thoõi
wocq	thoõc
wofq	thoõng
wonq	thoõn
womq	thoõm
wovq	thoõp
worq	thoõt

waa	thã
waua	thão
waja	thãi
waca	thãc
wafa	thãng
wana	thãn
wama	thãm
wava	thãp
wara	thãt

waq	thoã
wauq	thoão
wajq	thoãi
wacq	thoãc
wafq	thoãng
wanq	thoãn
wamq	thoãm
wavq	thoãp
warq	thoãt

wea	thẽ
weua	thẽo
weja	thẽi
weca	thẽc
wefa	thẽng
wena	thẽn
wema	thẽm
weva	thẽp
wera	thẽt

weq	thoẽ
weuq	thoẽo
wejq	thoẽi
wecq	thoẽc
wefq	thoẽng
wenq	thoẽn
wemq	thoẽm
wevq	thoẽp
werq	thoẽt

wda	thễ
wdua	thễu
wdja	thễy
wdca	thễch
wdfa	thễnh
wdna	thễn
wdma	thễm
wdva	thễp
wdra	thễt

wdq	thuễ
wduq	thuễu
wdjq	thuễy
wdcq	thuễch
wdfq	thuễnh
wdnq	thuễn
wdmq	thuễm
wdvq	thuễp
wdrq	thuễt

wia	thĩ
wiua	thĩu
wija	thỹ
wica	thĩch
wifa	thĩnh
wina	thĩn
wima	thĩm
wiva	thĩp
wira	thĩt

wiq	thuĩ
wiuq	thuỹu
wijq	thuỹ
wicq	thuỹch
wifq	thuỹnh
winq	thuỹn
wimq	thuỹm
wivq	thuỹp
wirq	thuỹt

wka	thĩa
wkua	thiễu
wkja	thiễy
wkca	thiễc
wkfa	thiễng
wkna	thiễn
wkma	thiễm
wkva	thiễp
wkra	thiễt

wkq	thuỹa
wkuq	thuyễu
wkjq	thuyễy
wkcq	thuyễc
wkfq	thuyễng
wknq	thuyễn
wkmq	thuyễm
wkvq	thuyễp
wkrq	thuyễt

wla	thỗ
wlua	thỗu
wlja	thỗi
wlca	thỗc
wlfa	thỗng
wlna	thỗn
wlma	thỗm
wlva	thỗp
wlra	thỗt

wlq	thoỗ
wluq	thoỗu
wljq	thoỗi
wlcq	thoỗc
wlfq	thoỗng
wlnq	thoỗn
wlmq	thoỗm
wlvq	thoỗp
wlrq	thoỗt

wsa	thãnh
wsua	thẫu
wsja	thẫy
wsca	thẫc
wsfa	thẫng
wsna	thẫn
wsma	thẫm
wsva	thẫp
wsra	thẫt

wsq	thoãnh
wsuq	thuẫu
wsjq	thuẫy
wscq	thuẫc
wsfq	thuẫng
wsnq	thuẫn
wsmq	thuẫm
wsvq	thuẫp
wsrq	thuẫt

wqa	thãch
wqua	thãu
wqja	thãy
wqca	thẵc
wqfa	thẵng
wqna	thẵn
wqma	thẵm
wqva	thẵp
wqra	thẵt

wqq	thoãch
wquq	thoãu
wqjq	thoãy
wqcq	thoẵc
wqfq	thoẵng
wqnq	thoẵn
wqmq	thoẵm
wqvq	thoẵp
wqrq	thoẵt

wta	thữ
wtua	thữu
wtja	thữi
wtca	thữc
wtfa	thững
wtna	thữn
wtma	thữm
wtva	thữp
wtra	thữt

wtq	thữa
wtuq	thưỡu
wtjq	thưỡi
wtcq	thưỡc
wtfq	thưỡng
wtnq	thưỡn
wtmq	thưỡm
wtvq	thưỡp
wtrq	thưỡt

wpa	thũ
wpua	thũu
wpja	thũi
wpca	thũc
wpfa	thũng
wpna	thũn
wpma	thũm
wpva	thũp
wpra	thũt

wpq	thũa
wpuq	thuỗu
wpjq	thuỗi
wpcq	thuỗc
wpfq	thuỗng
wpnq	thuỗn
wpmq	thuỗm
wpvq	thuỗp
wprq	thuỗt

jwa	đỡ
jwua	đỡu
jwja	đỡi
jwca	đỡc
jwfa	đỡng
jwna	đỡn
jwma	đỡm
jwva	đỡp
jwra	đỡt

jwq	đuỡ
jwuq	đuỡu
jwjq	đuỡi
jwcq	đuỡc
